Country	Bank	Item	Year	Value  Flags
"Austria"	"All banks"	"4.c. Net profit or loss on financial operations"	"2001"	516.122  
"Austria"	"All banks"	"4.c. Net profit or loss on financial operations"	"2002"	541.485  
"Austria"	"All banks"	"4.c. Net profit or loss on financial operations"	"2003"	614  
"Austria"	"All banks"	"4.c. Net profit or loss on financial operations"	"2004"	578  
"Austria"	"All banks"	"4.c. Net profit or loss on financial operations"	"2005"	623  
"Austria"	"All banks"	"4.c. Net profit or loss on financial operations"	"2006"	636  
"Austria"	"All banks"	"4.c. Net profit or loss on financial operations"	"2007"	292  
"Austria"	"All banks"	"4.c. Net profit or loss on financial operations"	"2008"	-822  
"Belgium"	"All banks"	"4.c. Net profit or loss on financial operations"	"1999"	2628.16  
"Belgium"	"All banks"	"4.c. Net profit or loss on financial operations"	"2000"	3305.687  
"Belgium"	"All banks"	"4.c. Net profit or loss on financial operations"	"2001"	3728.068  
"Belgium"	"All banks"	"4.c. Net profit or loss on financial operations"	"2002"	2575.508  
"Belgium"	"All banks"	"4.c. Net profit or loss on financial operations"	"2003"	2414.033  
"Belgium"	"All banks"	"4.c. Net profit or loss on financial operations"	"2004"	2452.085  
"Belgium"	"All banks"	"4.c. Net profit or loss on financial operations"	"2005"	1514.38  
"Belgium"	"All banks"	"4.c. Net profit or loss on financial operations"	"2006"	4964.308  
"Belgium"	"All banks"	"4.c. Net profit or loss on financial operations"	"2007"	4153.959  
"Belgium"	"All banks"	"4.c. Net profit or loss on financial operations"	"2008"	539.272  
"Belgium"	"All banks"	"4.c. Net profit or loss on financial operations"	"2009"	1515.892  
"Canada"	"All banks"	"4.c. Net profit or loss on financial operations"	"1999"	0  
"Canada"	"All banks"	"4.c. Net profit or loss on financial operations"	"2000"	0  
"Canada"	"All banks"	"4.c. Net profit or loss on financial operations"	"2001"	0  
"Canada"	"All banks"	"4.c. Net profit or loss on financial operations"	"2002"	0  
"Canada"	"All banks"	"4.c. Net profit or loss on financial operations"	"2003"	0  
"Canada"	"All banks"	"4.c. Net profit or loss on financial operations"	"2004"	0  
"Canada"	"All banks"	"4.c. Net profit or loss on financial operations"	"2005"	0  
"Canada"	"All banks"	"4.c. Net profit or loss on financial operations"	"2006"	0  
"Canada"	"All banks"	"4.c. Net profit or loss on financial operations"	"2007"	0  
"Canada"	"All banks"	"4.c. Net profit or loss on financial operations"	"2008"	0  
"Canada"	"All banks"	"4.c. Net profit or loss on financial operations"	"2009"	0  
"Czech Republic"	"All banks"	"4.c. Net profit or loss on financial operations"	"1999"	24970.24  
"Czech Republic"	"All banks"	"4.c. Net profit or loss on financial operations"	"2000"	17310.7  
"Czech Republic"	"All banks"	"4.c. Net profit or loss on financial operations"	"2001"	28913.35  
"Czech Republic"	"All banks"	"4.c. Net profit or loss on financial operations"	"2002"	11612.112  
"Czech Republic"	"All banks"	"4.c. Net profit or loss on financial operations"	"2003"	8763.63  
"Czech Republic"	"All banks"	"4.c. Net profit or loss on financial operations"	"2004"	10959.24  
"Czech Republic"	"All banks"	"4.c. Net profit or loss on financial operations"	"2005"	10890.028  
"Denmark"	"All banks"	"4.c. Net profit or loss on financial operations"	"1999"	5183  
"Denmark"	"All banks"	"4.c. Net profit or loss on financial operations"	"2000"	10085  
"Denmark"	"All banks"	"4.c. Net profit or loss on financial operations"	"2001"	8891  
"Denmark"	"All banks"	"4.c. Net profit or loss on financial operations"	"2002"	7108.612  
"Denmark"	"All banks"	"4.c. Net profit or loss on financial operations"	"2003"	8628.296  
"Denmark"	"All banks"	"4.c. Net profit or loss on financial operations"	"2004"	13271.615  
"Denmark"	"All banks"	"4.c. Net profit or loss on financial operations"	"2005"	13595.395  
"Denmark"	"All banks"	"4.c. Net profit or loss on financial operations"	"2006"	23042.182  
"Denmark"	"All banks"	"4.c. Net profit or loss on financial operations"	"2007"	19993.361  
"Denmark"	"All banks"	"4.c. Net profit or loss on financial operations"	"2008"	1582.66  
"Denmark"	"All banks"	"4.c. Net profit or loss on financial operations"	"2009"	12941.116  
"Finland"	"All banks"	"4.c. Net profit or loss on financial operations"	"1999"	268.959  
"Finland"	"All banks"	"4.c. Net profit or loss on financial operations"	"2000"	345.038  
"Finland"	"All banks"	"4.c. Net profit or loss on financial operations"	"2001"	1677.687  
"Finland"	"All banks"	"4.c. Net profit or loss on financial operations"	"2002"	607.744  
"Finland"	"All banks"	"4.c. Net profit or loss on financial operations"	"2003"	441.125  
"Finland"	"All banks"	"4.c. Net profit or loss on financial operations"	"2004"	508.497  
"Finland"	"All banks"	"4.c. Net profit or loss on financial operations"	"2005"	395.311  
"Finland"	"All banks"	"4.c. Net profit or loss on financial operations"	"2006"	585.922  
"Finland"	"All banks"	"4.c. Net profit or loss on financial operations"	"2007"	1376.872  
"Finland"	"All banks"	"4.c. Net profit or loss on financial operations"	"2008"	186.535  
"Finland"	"All banks"	"4.c. Net profit or loss on financial operations"	"2009"	472.803  
"France"	"All banks"	"4.c. Net profit or loss on financial operations"	"1999"	12847.79  
"France"	"All banks"	"4.c. Net profit or loss on financial operations"	"2000"	13475.73  
"France"	"All banks"	"4.c. Net profit or loss on financial operations"	"2001"	15291  
"France"	"All banks"	"4.c. Net profit or loss on financial operations"	"2002"	11898  
"France"	"All banks"	"4.c. Net profit or loss on financial operations"	"2003"	11739  
"France"	"All banks"	"4.c. Net profit or loss on financial operations"	"2004"	12789.397  
"France"	"All banks"	"4.c. Net profit or loss on financial operations"	"2005"	12593.92  
"France"	"All banks"	"4.c. Net profit or loss on financial operations"	"2006"	22383.034  
"France"	"All banks"	"4.c. Net profit or loss on financial operations"	"2007"	14128.275  
"France"	"All banks"	"4.c. Net profit or loss on financial operations"	"2008"	-14854.418  
"France"	"All banks"	"4.c. Net profit or loss on financial operations"	"2009"	15179.872  
"Germany"	"All banks"	"4.c. Net profit or loss on financial operations"	"1999"	3436  
"Germany"	"All banks"	"4.c. Net profit or loss on financial operations"	"2000"	6275  
"Germany"	"All banks"	"4.c. Net profit or loss on financial operations"	"2001"	5343  
"Germany"	"All banks"	"4.c. Net profit or loss on financial operations"	"2002"	2940  
"Germany"	"All banks"	"4.c. Net profit or loss on financial operations"	"2003"	6420  
"Germany"	"All banks"	"4.c. Net profit or loss on financial operations"	"2004"	1246  
"Germany"	"All banks"	"4.c. Net profit or loss on financial operations"	"2005"	11403  
"Germany"	"All banks"	"4.c. Net profit or loss on financial operations"	"2006"	4379  
"Germany"	"All banks"	"4.c. Net profit or loss on financial operations"	"2007"	-1142  
"Germany"	"All banks"	"4.c. Net profit or loss on financial operations"	"2008"	-18735  
"Germany"	"All banks"	"4.c. Net profit or loss on financial operations"	"2009"	6885  
"Ireland"	"All banks"	"4.c. Net profit or loss on financial operations"	"1999"	428.8  
"Ireland"	"All banks"	"4.c. Net profit or loss on financial operations"	"2000"	516.9  
"Ireland"	"All banks"	"4.c. Net profit or loss on financial operations"	"2001"	-173.9  
"Ireland"	"All banks"	"4.c. Net profit or loss on financial operations"	"2002"	676  
"Ireland"	"All banks"	"4.c. Net profit or loss on financial operations"	"2003"	721  
"Ireland"	"All banks"	"4.c. Net profit or loss on financial operations"	"2004"	926  
"Ireland"	"All banks"	"4.c. Net profit or loss on financial operations"	"2005"	390.161  
"Ireland"	"All banks"	"4.c. Net profit or loss on financial operations"	"2006"	469.282  
"Ireland"	"All banks"	"4.c. Net profit or loss on financial operations"	"2007"	-582.039  
"Ireland"	"All banks"	"4.c. Net profit or loss on financial operations"	"2008"	-458.192  
"Ireland"	"All banks"	"4.c. Net profit or loss on financial operations"	"2009"	2864.542  
"Italy"	"All banks"	"4.c. Net profit or loss on financial operations"	"1999"	2015.8  
"Italy"	"All banks"	"4.c. Net profit or loss on financial operations"	"2000"	1479  
"Italy"	"All banks"	"4.c. Net profit or loss on financial operations"	"2001"	18  
"Italy"	"All banks"	"4.c. Net profit or loss on financial operations"	"2002"	-145.47  
"Italy"	"All banks"	"4.c. Net profit or loss on financial operations"	"2003"	-468.54  
"Italy"	"All banks"	"4.c. Net profit or loss on financial operations"	"2004"	95.541  
"Italy"	"All banks"	"4.c. Net profit or loss on financial operations"	"2005"	428.8  
"Italy"	"All banks"	"4.c. Net profit or loss on financial operations"	"2006"	642.92  
"Italy"	"All banks"	"4.c. Net profit or loss on financial operations"	"2007"	-631.95  
"Italy"	"All banks"	"4.c. Net profit or loss on financial operations"	"2008"	-2436.34  
"Italy"	"All banks"	"4.c. Net profit or loss on financial operations"	"2009"	687.46  
"Japan"	"All banks"	"4.c. Net profit or loss on financial operations"	"1999"	806200  
"Japan"	"All banks"	"4.c. Net profit or loss on financial operations"	"2000"	-827200  
"Japan"	"All banks"	"4.c. Net profit or loss on financial operations"	"2001"	-5507100  
"Japan"	"All banks"	"4.c. Net profit or loss on financial operations"	"2002"	-5711900  
"Japan"	"All banks"	"4.c. Net profit or loss on financial operations"	"2003"	-1170000  
"Japan"	"All banks"	"4.c. Net profit or loss on financial operations"	"2004"	-1714354  
"Japan"	"All banks"	"4.c. Net profit or loss on financial operations"	"2005"	702796  
"Japan"	"All banks"	"4.c. Net profit or loss on financial operations"	"2006"	454441  
"Japan"	"All banks"	"4.c. Net profit or loss on financial operations"	"2007"	-264406  
"Japan"	"All banks"	"4.c. Net profit or loss on financial operations"	"2008"	-3739363  
"Korea"	"All banks"	"4.c. Net profit or loss on financial operations"	"1999"	2702000  
"Korea"	"All banks"	"4.c. Net profit or loss on financial operations"	"2000"	-985000  
"Korea"	"All banks"	"4.c. Net profit or loss on financial operations"	"2001"	2611000  
"Korea"	"All banks"	"4.c. Net profit or loss on financial operations"	"2002"	804000  
"Korea"	"All banks"	"4.c. Net profit or loss on financial operations"	"2003"	2514000  
"Korea"	"All banks"	"4.c. Net profit or loss on financial operations"	"2004"	3625344.394  
"Korea"	"All banks"	"4.c. Net profit or loss on financial operations"	"2005"	3721762.403  
"Korea"	"All banks"	"4.c. Net profit or loss on financial operations"	"2006"	5178469.49  
"Korea"	"All banks"	"4.c. Net profit or loss on financial operations"	"2007"	7067876.368  
"Korea"	"All banks"	"4.c. Net profit or loss on financial operations"	"2008"	1893087  
"Korea"	"All banks"	"4.c. Net profit or loss on financial operations"	"2009"	4202867.13  
"Luxembourg"	"All banks"	"4.c. Net profit or loss on financial operations"	"2002"	276.188  
"Luxembourg"	"All banks"	"4.c. Net profit or loss on financial operations"	"2003"	484.439  
"Luxembourg"	"All banks"	"4.c. Net profit or loss on financial operations"	"2004"	609.249  
"Luxembourg"	"All banks"	"4.c. Net profit or loss on financial operations"	"2005"	640.392  
"Luxembourg"	"All banks"	"4.c. Net profit or loss on financial operations"	"2006"	641.427  
"Luxembourg"	"All banks"	"4.c. Net profit or loss on financial operations"	"2007"	-400.895  
"Luxembourg"	"All banks"	"4.c. Net profit or loss on financial operations"	"2008"	-1138.916  
"Mexico"	"All banks"	"4.c. Net profit or loss on financial operations"	"2000"	6821.744  
"Mexico"	"All banks"	"4.c. Net profit or loss on financial operations"	"2001"	14615.06  
"Mexico"	"All banks"	"4.c. Net profit or loss on financial operations"	"2002"	12578.245  
"Mexico"	"All banks"	"4.c. Net profit or loss on financial operations"	"2003"	19202.418  
"Mexico"	"All banks"	"4.c. Net profit or loss on financial operations"	"2004"	8395.224  
"Mexico"	"All banks"	"4.c. Net profit or loss on financial operations"	"2005"	17029.935  
"Mexico"	"All banks"	"4.c. Net profit or loss on financial operations"	"2006"	19509.655  
"Mexico"	"All banks"	"4.c. Net profit or loss on financial operations"	"2007"	4660.118  
"Mexico"	"All banks"	"4.c. Net profit or loss on financial operations"	"2008"	12433.535  
"Mexico"	"All banks"	"4.c. Net profit or loss on financial operations"	"2009"	33704.79  
"Netherlands"	"All banks"	"4.c. Net profit or loss on financial operations"	"1999"	3205.897  
"Netherlands"	"All banks"	"4.c. Net profit or loss on financial operations"	"2000"	4001.889  
"Netherlands"	"All banks"	"4.c. Net profit or loss on financial operations"	"2001"	3477.765  
"Netherlands"	"All banks"	"4.c. Net profit or loss on financial operations"	"2002"	2528.215  
"Netherlands"	"All banks"	"4.c. Net profit or loss on financial operations"	"2003"	3108.733  
"Netherlands"	"All banks"	"4.c. Net profit or loss on financial operations"	"2004"	3719.596  
"Netherlands"	"All banks"	"4.c. Net profit or loss on financial operations"	"2005"	5790.214  
"Netherlands"	"All banks"	"4.c. Net profit or loss on financial operations"	"2006"	5972  
"Netherlands"	"All banks"	"4.c. Net profit or loss on financial operations"	"2007"	4629  
"Netherlands"	"All banks"	"4.c. Net profit or loss on financial operations"	"2008"	-10505  
"Netherlands"	"All banks"	"4.c. Net profit or loss on financial operations"	"2009"	4710  
"Norway"	"All banks"	"4.c. Net profit or loss on financial operations"	"1999"	3065  
"Norway"	"All banks"	"4.c. Net profit or loss on financial operations"	"2000"	2853  
"Norway"	"All banks"	"4.c. Net profit or loss on financial operations"	"2001"	1965  
"Norway"	"All banks"	"4.c. Net profit or loss on financial operations"	"2002"	546  
"Norway"	"All banks"	"4.c. Net profit or loss on financial operations"	"2003"	2858  
"Norway"	"All banks"	"4.c. Net profit or loss on financial operations"	"2004"	3055  
"Norway"	"All banks"	"4.c. Net profit or loss on financial operations"	"2005"	4512  
"Norway"	"All banks"	"4.c. Net profit or loss on financial operations"	"2006"	4234  
"Norway"	"All banks"	"4.c. Net profit or loss on financial operations"	"2007"	3627  
"Norway"	"All banks"	"4.c. Net profit or loss on financial operations"	"2008"	-1402  
"Norway"	"All banks"	"4.c. Net profit or loss on financial operations"	"2009"	10478  
"Poland"	"All banks"	"4.c. Net profit or loss on financial operations"	"1999"	868  
"Poland"	"All banks"	"4.c. Net profit or loss on financial operations"	"2000"	1335  
"Poland"	"All banks"	"4.c. Net profit or loss on financial operations"	"2001"	1681  
"Poland"	"All banks"	"4.c. Net profit or loss on financial operations"	"2002"	2222  
"Poland"	"All banks"	"4.c. Net profit or loss on financial operations"	"2003"	800  
"Poland"	"All banks"	"4.c. Net profit or loss on financial operations"	"2004"	1236.802  
"Poland"	"All banks"	"4.c. Net profit or loss on financial operations"	"2005"	880.124  
"Poland"	"All banks"	"4.c. Net profit or loss on financial operations"	"2006"	1170.452  
"Poland"	"All banks"	"4.c. Net profit or loss on financial operations"	"2007"	1438.626  
"Poland"	"All banks"	"4.c. Net profit or loss on financial operations"	"2008"	1429.063  
"Poland"	"All banks"	"4.c. Net profit or loss on financial operations"	"2009"	7068.311  
"Slovak Republic"	"All banks"	"4.c. Net profit or loss on financial operations"	"1999"	263.636  
"Slovak Republic"	"All banks"	"4.c. Net profit or loss on financial operations"	"2000"	160.121  
"Slovak Republic"	"All banks"	"4.c. Net profit or loss on financial operations"	"2001"	155.967  
"Slovak Republic"	"All banks"	"4.c. Net profit or loss on financial operations"	"2002"	246.074  
"Slovak Republic"	"All banks"	"4.c. Net profit or loss on financial operations"	"2003"	52.81  
"Slovak Republic"	"All banks"	"4.c. Net profit or loss on financial operations"	"2004"	188.314  
"Slovak Republic"	"All banks"	"4.c. Net profit or loss on financial operations"	"2005"	271.983  
"Slovak Republic"	"All banks"	"4.c. Net profit or loss on financial operations"	"2006"	240.865  
"Slovak Republic"	"All banks"	"4.c. Net profit or loss on financial operations"	"2007"	237.264  
"Slovak Republic"	"All banks"	"4.c. Net profit or loss on financial operations"	"2008"	285.228  
"Slovak Republic"	"All banks"	"4.c. Net profit or loss on financial operations"	"2009"	37.445  
"Spain"	"All banks"	"4.c. Net profit or loss on financial operations"	"1999"	2260  
"Spain"	"All banks"	"4.c. Net profit or loss on financial operations"	"2000"	4410  
"Spain"	"All banks"	"4.c. Net profit or loss on financial operations"	"2001"	2202  
"Spain"	"All banks"	"4.c. Net profit or loss on financial operations"	"2002"	2778  
"Spain"	"All banks"	"4.c. Net profit or loss on financial operations"	"2003"	3257  
"Spain"	"All banks"	"4.c. Net profit or loss on financial operations"	"2004"	3273  
